# temperature   10.000000000000000
#    0.000009161047289   -0.008455156233230    2.923849266280184 -448.927322275665517 25820.367606135143433
 213.976572658799995    0.297705600000000
 218.529265694099990    0.410421000000000
 223.081958729399986    0.623658600000000
 227.634651764700010    1.082809200000000
 232.187344800000005    1.300409900000000
 236.740037835300001    1.483937900000000
 241.292730870599996    1.661829500000000


# temperature   20.000000000000000
#    0.000021301892013   -0.019561884709797    6.731889137883491 -1028.651601033623592 58878.291803896798228
 213.976572658799995    3.128838600000000
 218.529265694099990    4.033191100000000
 223.081958729399986    5.217009600000000
 227.634651764700010    6.760648900000000
 232.187344800000005    7.864927000000000
 236.740037835300001    8.981530100000001
 241.292730870599996   10.162231700000000


# temperature   30.000000000000000
#    0.000029330346105   -0.026876923471569    9.230775190220092 -1407.624332799736294 80399.188379255865584
 213.976572658799995   10.808161500000001
 218.529265694099990   13.124245000000000
 223.081958729399986   15.856760299999999
 227.634651764700010   19.027036500000001
 232.187344800000005   21.676879599999999
 236.740037835300001   24.424613999999998
 241.292730870599996   27.349407899999999


# temperature   40.000000000000000
#    0.000034991830826   -0.032035733168353   10.993115284631418 -1674.727096297320713 95548.320509696204681
 213.976572658799995   23.640140899999999
 218.529265694099990   27.686512199999999
 223.081958729399986   32.244355499999998
 227.634651764700010   37.288896999999999
 232.187344800000005   41.752235599999999
 236.740037835300001   46.371032000000000
 241.292730870599996   51.240358399999998


# temperature   50.000000000000000
#    0.000039385203631   -0.036039354618762   12.360206195211244 -1881.648100820198806 107261.830554644373478
 213.976572658799995   40.579170800000000
 218.529265694099990   46.374986900000003
 223.081958729399986   52.726881499999998
 227.634651764700010   59.572609700000001
 232.187344800000005   65.759987899999999
 236.740037835300001   72.117506000000006
 241.292730870599996   78.751451399999993


# temperature   60.000000000000000
#    0.000042949573175   -0.039282554617840   13.465396223138812 -2048.478421679354597 116678.871351141249761
 213.976572658799995   60.188282000000001
 218.529265694099990   67.578402199999999
 223.081958729399986   75.532695899999993
 227.634651764700010   83.960696299999995
 232.187344800000005   91.644804100000002
 236.740037835300001   99.491458600000001
